id,year,statename,pcname,candidate,sex,age,category,party,total,electors,polled,rank,win,alliance
225,2006,Tamil Nadu,Gummidipundi,MURUGESAN.T,M,74,GEN,IND,779,,156263,6,0,OTHERS
226,2006,Tamil Nadu,Gummidipundi,VENKATESAN.P,M,37,GEN,IND,762,,156263,7,0,OTHERS
227,2006,Tamil Nadu,Gummidipundi,NARASAIAH.L,M,56,GEN,BJP,662,,156263,8,0,OTHERS
228,2006,Tamil Nadu,Gummidipundi,MOHAMADYUSUF .A,M,40,GEN,NCP,635,,156263,9,0,OTHERS
229,2006,Tamil Nadu,Gummidipundi,ALEXANDER.A,M,38,GEN,BSP,567,,156263,10,0,OTHERS
230,2006,Tamil Nadu,Gummidipundi,BATHINNAIAH .V,M,52,GEN,IND,511,,156263,11,0,OTHERS
231,2006,Tamil Nadu,Gummidipundi,SEKAR.K.C,M,37,GEN,IND,415,,156263,12,0,OTHERS
232,2006,Tamil Nadu,Gummidipundi,PARASURAMAN.R,M,48,GEN,TNJC,266,,156263,13,0,OTHERS
233,2006,Tamil Nadu,Gummidipundi,RAGHUPATHY.G,M,33,GEN,IND,226,,156263,14,0,OTHERS
234,2006,Tamil Nadu,Gummidipundi,SUNDARAMA NAIDU.T,M,52,GEN,IND,216,,156263,15,0,OTHERS
235,2006,Tamil Nadu,Gummidipundi,GOPAL.G,M,41,GEN,IND,178,,156263,16,0,OTHERS
236,2006,Tamil Nadu,Ponneri,BALARAMANAN.P,M,45,SC,AIADMK,84259,,175229,1,1,AIADMK
237,2006,Tamil Nadu,Ponneri,ANBUVANAN.V,M,37,SC,DMK,73170,,175229,2,0,DMK
238,2006,Tamil Nadu,Ponneri,ANGAMUTHU.S,M,30,SC,DMDK,13508,,175229,3,0,OTHERS
239,2006,Tamil Nadu,Ponneri,MANI.E,M,59,SC,IND,1649,,175229,4,0,OTHERS
240,2006,Tamil Nadu,Ponneri,JANAKIRAMAN.S,M,39,SC,CPI(ML)(L),1185,,175229,5,0,OTHERS
241,2006,Tamil Nadu,Ponneri,NATARAJAN.S,M,49,SC,BSP,865,,175229,6,0,OTHERS
242,2006,Tamil Nadu,Ponneri,ELUMALAI.K,M,58,SC,IND,593,,175229,7,0,OTHERS
243,2006,Tamil Nadu,Thiruvottiyur,SAMY. K.P.P,M,48,GEN,DMK,158204,,341402,1,1,DMK
244,2006,Tamil Nadu,Thiruvottiyur,MOORTHY.V,M,47,GEN,AIADMK,154757,,341402,2,0,AIADMK
245,2006,Tamil Nadu,Thiruvottiyur,MURUGAN. S,M,29,GEN,DMDK,21915,,341402,3,0,OTHERS
246,2006,Tamil Nadu,Thiruvottiyur,GANESAN.K,M,40,GEN,BJP,2977,,341402,4,0,OTHERS
247,2006,Tamil Nadu,Thiruvottiyur,BHUVANESWARAN.G,M,31,GEN,IND,1053,,341402,5,0,OTHERS
248,2006,Tamil Nadu,Thiruvottiyur,SHANMUGAM.T.A,M,50,GEN,IND,760,,341402,6,0,OTHERS
249,2006,Tamil Nadu,Thiruvottiyur,RAJENDIRAN. A,M,33,GEN,AIFB,603,,341402,7,0,OTHERS
250,2006,Tamil Nadu,Thiruvottiyur,SURESH. A,M,35,GEN,IND,453,,341402,8,0,OTHERS
251,2006,Tamil Nadu,Thiruvottiyur,RAJENDIRAN.N,M,55,GEN,IND,257,,341402,9,0,OTHERS
252,2006,Tamil Nadu,Thiruvottiyur,RAJENDIRAN.V.S,M,42,GEN,IND,234,,341402,10,0,OTHERS
253,2006,Tamil Nadu,Thiruvottiyur,ARUL DOSS.J,M,40,GEN,IND,189,,341402,11,0,OTHERS
254,2006,Tamil Nadu,Villivakkam,RANGANATHAN. B,M,54,GEN,DMK,278850,,611084,1,1,DMK
255,2006,Tamil Nadu,Villivakkam,KALAN. G,M,47,GEN,AIADMK,248734,,611084,2,0,AIADMK
256,2006,Tamil Nadu,Villivakkam,VELMURUGAN. G,M,55,GEN,DMDK,51892,,611084,3,0,OTHERS
257,2006,Tamil Nadu,Villivakkam,RAVISUNDARAM.S,M,39,GEN,BJP,9202,,611084,4,0,OTHERS
258,2006,Tamil Nadu,Villivakkam,PREMA. K,F,56,GEN,LKPT,6473,,611084,5,0,OTHERS
259,2006,Tamil Nadu,Villivakkam,THYAGARAJAN.J,M,36,GEN,IND,2610,,611084,6,0,OTHERS
260,2006,Tamil Nadu,Villivakkam,SATHEESH KUMAR.K.P,M,30,GEN,IND,2189,,611084,7,0,OTHERS
261,2006,Tamil Nadu,Villivakkam,MOHAN,M,47,GEN,IND,2051,,611084,8,0,OTHERS
262,2006,Tamil Nadu,Villivakkam,SRINIVASAN. S,M,62,GEN,BSP,1670,,611084,9,0,OTHERS
263,2006,Tamil Nadu,Villivakkam,SATHESH KUMAR. S,M,33,GEN,IND,1651,,611084,10,0,OTHERS
264,2006,Tamil Nadu,Villivakkam,MAHALAKSHIMI.B,F,40,GEN,SP,745,,611084,11,0,OTHERS
265,2006,Tamil Nadu,Villivakkam,PALANIVEL. K,M,40,GEN,CPI(ML)(L),741,,611084,12,0,OTHERS
266,2006,Tamil Nadu,Villivakkam,GANESAN.K.R,M,52,GEN,AIFB,731,,611084,13,0,OTHERS
267,2006,Tamil Nadu,Villivakkam,VENKATESAN.N,M,41,GEN,LJP,617,,611084,14,0,OTHERS
268,2006,Tamil Nadu,Villivakkam,JOSHI.K.A,M,26,GEN,IND,611,,611084,15,0,OTHERS
269,2006,Tamil Nadu,Villivakkam,KUMAR.N,M,49,GEN,IND,473,,611084,16,0,OTHERS
270,2006,Tamil Nadu,Villivakkam,BALAMURUGAN.B,M,35,GEN,IND,371,,611084,17,0,OTHERS
271,2006,Tamil Nadu,Villivakkam,MOHANKUMAR.S.P,M,51,GEN,IND,333,,611084,18,0,OTHERS
272,2006,Tamil Nadu,Villivakkam,KARUNAGARAN. P.V,M,46,GEN,IND,322,,611084,19,0,OTHERS
273,2006,Tamil Nadu,Villivakkam,RAJENDRAN. C,M,35,GEN,IND,312,,611084,20,0,OTHERS
274,2006,Tamil Nadu,Villivakkam,ASHOK.S,M,39,GEN,IND,279,,611084,21,0,OTHERS
275,2006,Tamil Nadu,Villivakkam,GUNASEKARAN.M,M,45,GEN,IND,227,,611084,22,0,OTHERS
276,2006,Tamil Nadu,Alandur,"ANBARASAN, T. M",M,46,GEN,DMK,133232,,284403,1,1,DMK
277,2006,Tamil Nadu,Alandur,"VALARMATHI, B",F,47,GEN,AIADMK,115322,,284403,2,0,AIADMK
278,2006,Tamil Nadu,Alandur,"VIJAYAKUMAR, R",M,49,GEN,DMDK,22866,,284403,3,0,OTHERS
279,2006,Tamil Nadu,Alandur,"RAJA, H",M,48,GEN,BJP,9298,,284403,4,0,OTHERS
280,2006,Tamil Nadu,Alandur,"VEMBULI, R",M,30,GEN,IND,1148,,284403,5,0,OTHERS
281,2006,Tamil Nadu,Alandur,"ETHAYA VENDAN, P",M,38,GEN,BSP,569,,284403,6,0,OTHERS
282,2006,Tamil Nadu,Alandur,"GAJENDRA KUMAR, D",M,35,GEN,IND,463,,284403,7,0,OTHERS
283,2006,Tamil Nadu,Alandur,"AUGUSTIN, J",M,42,GEN,IND,288,,284403,8,0,OTHERS
284,2006,Tamil Nadu,Alandur,"RAMESH, K",M,35,GEN,IND,247,,284403,9,0,OTHERS
285,2006,Tamil Nadu,Alandur,"VASANTHA KUMAR, P",M,30,GEN,IND,236,,284403,10,0,OTHERS
286,2006,Tamil Nadu,Alandur,"VENKATESAN, M",M,30,GEN,IND,231,,284403,11,0,OTHERS
287,2006,Tamil Nadu,Alandur,"MURUGAN, M",M,30,GEN,IND,140,,284403,12,0,OTHERS
288,2006,Tamil Nadu,Alandur,"SHANMUGAM, G",M,60,GEN,IND,131,,284403,13,0,OTHERS
289,2006,Tamil Nadu,Alandur,"MUNUSAMY, B",M,41,GEN,IND,127,,284403,14,0,OTHERS
290,2006,Tamil Nadu,Alandur,"ARUMUGAM, M",M,57,GEN,IND,105,,284403,15,0,OTHERS
291,2006,Tamil Nadu,Tambaram,"RAJA, S.R",M,50,GEN,DMK,269717,,561888,1,1,DMK
292,2006,Tamil Nadu,Tambaram,"SOMU ,K",M,42,GEN,MDMK,220965,,561888,2,0,AIADMK
293,2006,Tamil Nadu,Tambaram,"DHARMA, K",M,29,GEN,DMDK,48522,,561888,3,0,OTHERS
294,2006,Tamil Nadu,Tambaram,"SIVARAMAN ,V.R",M,47,GEN,BJP,13598,,561888,4,0,OTHERS
295,2006,Tamil Nadu,Tambaram,"VENKATESAN, M",M,30,GEN,IND,2249,,561888,5,0,OTHERS
296,2006,Tamil Nadu,Tambaram,"AKBAR, M",M,42,GEN,TNJC,1403,,561888,6,0,OTHERS
297,2006,Tamil Nadu,Tambaram,"SEKAR, V",M,35,GEN,SP,1179,,561888,7,0,OTHERS
298,2006,Tamil Nadu,Tambaram,"MOHAN, M",M,46,GEN,IND,729,,561888,8,0,OTHERS
299,2006,Tamil Nadu,Tambaram,"SALEEM, M",M,45,GEN,IND,682,,561888,9,0,OTHERS
300,2006,Tamil Nadu,Tambaram,"ELIZABETH RANI, P",F,44,GEN,IND,581,,561888,10,0,OTHERS
301,2006,Tamil Nadu,Tambaram,"RAJESH, N",M,28,GEN,IND,555,,561888,11,0,OTHERS
302,2006,Tamil Nadu,Tambaram,"MANIKANDAN, K",M,27,GEN,IND,427,,561888,12,0,OTHERS
303,2006,Tamil Nadu,Tambaram,"PAKKIRI, A",M,41,GEN,IND,392,,561888,13,0,OTHERS
304,2006,Tamil Nadu,Tambaram,"PALRAJ, G",M,38,GEN,IND,372,,561888,14,0,OTHERS
305,2006,Tamil Nadu,Tambaram,"NANDAKUMAR, P",M,38,GEN,IND,275,,561888,15,0,OTHERS
306,2006,Tamil Nadu,Tambaram,"KRISHNAN, M",M,44,GEN,IND,242,,561888,16,0,OTHERS
307,2006,Tamil Nadu,Tirupporur,"MOORTHY, D",M,40,SC,PMK,73328,,162708,1,1,DMK
308,2006,Tamil Nadu,Tirupporur,"DHANAPAL, M",M,47,SC,AIADMK,63164,,162708,2,0,AIADMK
309,2006,Tamil Nadu,Tirupporur,"KANNAPPAN, K",M,25,SC,DMDK,19227,,162708,3,0,OTHERS
310,2006,Tamil Nadu,Tirupporur,"PONVARATHARAJAN, M",M,65,SC,BJP,1979,,162708,4,0,OTHERS
311,2006,Tamil Nadu,Tirupporur,"SRINIVASAN, M",M,39,SC,BSP,1177,,162708,5,0,OTHERS
312,2006,Tamil Nadu,Tirupporur,"ERANIAPPAN, C",M,45,SC,CPI(ML)(L),955,,162708,6,0,OTHERS
313,2006,Tamil Nadu,Tirupporur,"JAGADEESAN, V",M,44,SC,IND,926,,162708,7,0,OTHERS
314,2006,Tamil Nadu,Tirupporur,"BALU, V",M,33,SC,LJP,602,,162708,8,0,OTHERS
315,2006,Tamil Nadu,Tirupporur,"PARKUNAN, S",M,27,SC,IND,536,,162708,9,0,OTHERS
316,2006,Tamil Nadu,Tirupporur,"SANDHIYAPPAN, S",M,26,SC,IND,448,,162708,10,0,OTHERS
317,2006,Tamil Nadu,Tirupporur,"DHANAPAL, K .S",M,47,SC,IND,366,,162708,11,0,OTHERS
318,2006,Tamil Nadu,Chengalpattu,"ARUMUGAM, K",M,48,GEN,PMK,61664,,127475,1,1,DMK
319,2006,Tamil Nadu,Chengalpattu,"ARUMUGAM, S",M,47,GEN,AIADMK,51451,,127475,2,0,AIADMK
320,2006,Tamil Nadu,Chengalpattu,"MANJULA ,S",F,30,GEN,DMDK,8852,,127475,3,0,OTHERS
321,2006,Tamil Nadu,Chengalpattu,"JEEVARATHINAM, M",M,29,GEN,IND,1880,,127475,4,0,OTHERS
322,2006,Tamil Nadu,Chengalpattu,"PRAKASHBABU, P",M,27,GEN,IND,871,,127475,5,0,OTHERS
323,2006,Tamil Nadu,Chengalpattu,"SRIRAM, N",M,31,GEN,BJP,736,,127475,6,0,OTHERS
324,2006,Tamil Nadu,Chengalpattu,"AMOOR BEEMRAO, A",M,55,GEN,BSP,575,,127475,7,0,OTHERS
325,2006,Tamil Nadu,Chengalpattu,"VEDAPURI, M",M,51,GEN,PNK,315,,127475,8,0,OTHERS
326,2006,Tamil Nadu,Chengalpattu,"DURAIRAJ, V",M,38,GEN,IND,261,,127475,9,0,OTHERS
327,2006,Tamil Nadu,Chengalpattu,"PARAMASIVEM, N",M,46,GEN,TNJC,179,,127475,10,0,OTHERS
328,2006,Tamil Nadu,Chengalpattu,"THULASIAMMAL ,R",F,56,GEN,SP,175,,127475,11,0,OTHERS
329,2006,Tamil Nadu,Chengalpattu,"GOVINDHAN, T",M,50,GEN,IND,142,,127475,12,0,OTHERS
330,2006,Tamil Nadu,Chengalpattu,"ARASAN, A",M,30,GEN,IND,129,,127475,13,0,OTHERS
331,2006,Tamil Nadu,Chengalpattu,"CHITTYBABU, P",M,48,GEN,IND,123,,127475,14,0,OTHERS
332,2006,Tamil Nadu,Chengalpattu,"ARUNAGIRI, K",M,32,GEN,IND,122,,127475,15,0,OTHERS
333,2006,Tamil Nadu,Maduranthakam,"GHAYATHRI DEVI, K",F,35,GEN,INC,51106,,117418,1,1,DMK
334,2006,Tamil Nadu,Maduranthakam,"APPADURAI, K",M,52,GEN,AIADMK,47415,,117418,2,0,AIADMK
335,2006,Tamil Nadu,Maduranthakam,"GAJENDRAN, D",M,29,GEN,DMDK,9885,,117418,3,0,OTHERS
336,2006,Tamil Nadu,Maduranthakam,"SUNDARAMOORTHY, M",M,45,GEN,BJP,2282,,117418,4,0,OTHERS
337,2006,Tamil Nadu,Maduranthakam,"MENAKA, S",F,33,GEN,IND,1840,,117418,5,0,OTHERS
338,2006,Tamil Nadu,Maduranthakam,"NATARAJAN, C",M,65,GEN,IND,1256,,117418,6,0,OTHERS
339,2006,Tamil Nadu,Maduranthakam,"DEVARAJ, M",M,45,GEN,IND,1178,,117418,7,0,OTHERS
340,2006,Tamil Nadu,Maduranthakam,"RAJENDRABABU, P",M,33,GEN,BSP,989,,117418,8,0,OTHERS
341,2006,Tamil Nadu,Maduranthakam,"SHANMUGAM, M",M,59,GEN,SP,416,,117418,9,0,OTHERS
342,2006,Tamil Nadu,Maduranthakam,"AKBAR, K",M,43,GEN,TNJC,321,,117418,10,0,OTHERS
343,2006,Tamil Nadu,Maduranthakam,"SAMPATH, K,G",M,48,GEN,IND,307,,117418,11,0,OTHERS
344,2006,Tamil Nadu,Maduranthakam,"SULTHANMOHIDEEN, A.L",M,37,GEN,IND,165,,117418,12,0,OTHERS
345,2006,Tamil Nadu,Maduranthakam,"RAMACHANDIRAN, S.P",M,55,GEN,IND,142,,117418,13,0,OTHERS
346,2006,Tamil Nadu,Maduranthakam,"LAKSHIMIPATHY NAYAKER, R",M,36,GEN,VAK,116,,117418,14,0,OTHERS
347,2006,Tamil Nadu,Acharapakkam,SANKARA VALLI  @ SANKARI NARAYANAN,F,64,SC,DMK,55116,,109003,1,1,DMK
348,2006,Tamil Nadu,Acharapakkam,"SARASWATHI, M",F,47,SC,AIADMK,39260,,109003,2,0,AIADMK
349,2006,Tamil Nadu,Acharapakkam,"KANTHAGURUNATHAN, S",M,30,SC,DMDK,10478,,109003,3,0,OTHERS
350,2006,Tamil Nadu,Acharapakkam,"BALASUNDARAM, R.K",M,47,SC,IND,1926,,109003,4,0,OTHERS
351,2006,Tamil Nadu,Acharapakkam,"SHANMUGAM, K.M",M,47,SC,BJP,1629,,109003,5,0,OTHERS
352,2006,Tamil Nadu,Acharapakkam,"ANANDAN, G",M,40,SC,IND,594,,109003,6,0,OTHERS
353,2006,Tamil Nadu,Uthiramerur,"SUNDAR,K",M,52,GEN,DMK,70488,,144596,1,1,DMK
354,2006,Tamil Nadu,Uthiramerur,"SOMASUNDARAM,V",M,42,GEN,AIADMK,58472,,144596,2,0,AIADMK
355,2006,Tamil Nadu,Uthiramerur,"MURUGESAN, D",M,40,GEN,DMDK,10335,,144596,3,0,OTHERS
356,2006,Tamil Nadu,Uthiramerur,"VENKATESAN, K.K",M,40,GEN,IND,2070,,144596,4,0,OTHERS
357,2006,Tamil Nadu,Uthiramerur,"LAKSHIMINARASIMAN, R",M,39,GEN,IND,1043,,144596,5,0,OTHERS
358,2006,Tamil Nadu,Uthiramerur,"RAJAVELU,T",M,36,GEN,BJP,1010,,144596,6,0,OTHERS
359,2006,Tamil Nadu,Uthiramerur,"GNANASEKARAN, K",M,29,GEN,SP,256,,144596,7,0,OTHERS
360,2006,Tamil Nadu,Uthiramerur,"NAGAPPAN, K",M,31,GEN,LJP,217,,144596,8,0,OTHERS
361,2006,Tamil Nadu,Uthiramerur,"RAMANATHAN NAICKER,A",M,58,GEN,VAK,200,,144596,9,0,OTHERS
362,2006,Tamil Nadu,Uthiramerur,"RAJENDRAN, G",M,38,GEN,IND,186,,144596,10,0,OTHERS
363,2006,Tamil Nadu,Uthiramerur,"SHANMUGAM, S.E",M,40,GEN,IND,166,,144596,11,0,OTHERS
364,2006,Tamil Nadu,Uthiramerur,"KARTHIKEYAN, D",M,26,GEN,IND,153,,144596,12,0,OTHERS
365,2006,Tamil Nadu,Kancheepuram,"KAMALAMBAL, P",F,67,GEN,PMK,81366,,172723,1,1,DMK
366,2006,Tamil Nadu,Kancheepuram,"MYTHILI, T",F,51,GEN,AIADMK,70082,,172723,2,0,AIADMK
367,2006,Tamil Nadu,Kancheepuram,"EAGAMBARAM, S",M,33,GEN,DMDK,15187,,172723,3,0,OTHERS
368,2006,Tamil Nadu,Kancheepuram,"MARI, G",M,37,GEN,IND,2337,,172723,4,0,OTHERS
369,2006,Tamil Nadu,Kancheepuram,"RAGHAVAN, K.T",M,35,GEN,BJP,1730,,172723,5,0,OTHERS
370,2006,Tamil Nadu,Kancheepuram,"MANOHARAN, T",M,29,GEN,IND,566,,172723,6,0,OTHERS
371,2006,Tamil Nadu,Kancheepuram,"IYYAPPAN, K",M,26,GEN,IND,391,,172723,7,0,OTHERS
372,2006,Tamil Nadu,Kancheepuram,"SUBBAN, M",M,36,GEN,LJP,362,,172723,8,0,OTHERS
373,2006,Tamil Nadu,Kancheepuram,"SANKAR, M",M,35,GEN,IND,261,,172723,9,0,OTHERS
374,2006,Tamil Nadu,Kancheepuram,"SHANMUGAM, V",M,47,GEN,IND,169,,172723,10,0,OTHERS
375,2006,Tamil Nadu,Kancheepuram,"SANKAR, V",M,39,GEN,IND,149,,172723,11,0,OTHERS
376,2006,Tamil Nadu,Kancheepuram,"KUPPAN, K",M,46,GEN,IND,123,,172723,12,0,OTHERS
377,2006,Tamil Nadu,Sriperumbudur,"YASODHA, D",F,62,SC,INC,70066,,160042,1,1,DMK
378,2006,Tamil Nadu,Sriperumbudur,"BALAKRISHNAN, K",M,45,SC,VCK,52272,,160042,2,0,AIADMK
379,2006,Tamil Nadu,Sriperumbudur,"PALANI, C",M,44,SC,DMDK,30096,,160042,3,0,OTHERS
380,2006,Tamil Nadu,Sriperumbudur,"SIVAKUMAR, G",M,33,SC,BJP,2866,,160042,4,0,OTHERS
381,2006,Tamil Nadu,Sriperumbudur,"RANGANATHAN, R",M,40,SC,IND,1803,,160042,5,0,OTHERS
382,2006,Tamil Nadu,Sriperumbudur,"ANBAZAGAN, A",M,39,SC,IND,1350,,160042,6,0,OTHERS
383,2006,Tamil Nadu,Sriperumbudur,"KADIRVELU, M",M,58,SC,IND,911,,160042,7,0,OTHERS
384,2006,Tamil Nadu,Sriperumbudur,"SHANMUGAM, V.K",M,66,SC,IND,678,,160042,8,0,OTHERS
385,2006,Tamil Nadu,Poonamallee,SUDARSANAM.D,M,63,GEN,INC,98920,,203991,1,1,DMK
386,2006,Tamil Nadu,Poonamallee,SENGUTTUVAN.R,M,47,GEN,MDMK,83590,,203991,2,0,AIADMK
387,2006,Tamil Nadu,Poonamallee,CHANDRASEKAR. G,M,29,GEN,DMDK,15711,,203991,3,0,OTHERS
388,2006,Tamil Nadu,Poonamallee,MANOHARAN.N,M,52,GEN,BJP,2062,,203991,4,0,OTHERS
389,2006,Tamil Nadu,Poonamallee,JOTHIMANI.A.G,M,54,GEN,IND,1432,,203991,5,0,OTHERS
390,2006,Tamil Nadu,Poonamallee,JAYAKUMAR.P,M,40,GEN,BSP,553,,203991,6,0,OTHERS
391,2006,Tamil Nadu,Poonamallee,RAYER.M,M,41,GEN,IND,444,,203991,7,0,OTHERS
392,2006,Tamil Nadu,Poonamallee,VENKATESAN.K,M,34,GEN,IND,431,,203991,8,0,OTHERS
393,2006,Tamil Nadu,Poonamallee,SARAVANAN.M,M,38,GEN,IND,320,,203991,9,0,OTHERS
394,2006,Tamil Nadu,Poonamallee,PARTHASARATHY.K,M,55,GEN,IND,203,,203991,10,0,OTHERS
395,2006,Tamil Nadu,Poonamallee,VASUDEVAN. J,M,54,GEN,IND,174,,203991,11,0,OTHERS
396,2006,Tamil Nadu,Poonamallee,MASILAMANI . N,M,59,GEN,IND,151,,203991,12,0,OTHERS
397,2006,Tamil Nadu,Tiruvallur,SHIVAJI. E.A.P,M,60,GEN,DMK,64378,,133732,1,1,DMK
398,2006,Tamil Nadu,Tiruvallur,RAMANA.B,M,37,GEN,AIADMK,55454,,133732,2,0,AIADMK
399,2006,Tamil Nadu,Tiruvallur,PARATHASARATHI.B,M,40,GEN,DMDK,8048,,133732,3,0,OTHERS
400,2006,Tamil Nadu,Tiruvallur,JEGAJEEVANRAM.S,M,29,GEN,IND,1413,,133732,4,0,OTHERS
401,2006,Tamil Nadu,Tiruvallur,VEERAMANI. R.S,M,31,GEN,BJP,1092,,133732,5,0,OTHERS
402,2006,Tamil Nadu,Tiruvallur,VASAN.M,M,35,GEN,IND,885,,133732,6,0,OTHERS
403,2006,Tamil Nadu,Tiruvallur,SRINIVASAN. D,M,39,GEN,BSP,722,,133732,7,0,OTHERS
404,2006,Tamil Nadu,Tiruvallur,CHIDHAMBARAM.S,M,48,GEN,IND,504,,133732,8,0,OTHERS
405,2006,Tamil Nadu,Tiruvallur,VENKATESAN.M,M,37,GEN,IND,375,,133732,9,0,OTHERS
406,2006,Tamil Nadu,Tiruvallur,SURIYAKUMAR.N,M,45,GEN,SP,232,,133732,10,0,OTHERS
407,2006,Tamil Nadu,Tiruvallur,MANI.L,M,41,GEN,IND,200,,133732,11,0,OTHERS
408,2006,Tamil Nadu,Tiruvallur,SAGARIYA. D,M,62,GEN,IND,123,,133732,12,0,OTHERS
409,2006,Tamil Nadu,Tiruvallur,SENTHIL KUMAR.M,M,57,GEN,LJP,122,,133732,13,0,OTHERS
410,2006,Tamil Nadu,Tiruvallur,ANBU.V,M,51,GEN,IND,98,,133732,14,0,OTHERS
411,2006,Tamil Nadu,Tiruvallur,RADHAKRISHNAN.D,M,32,GEN,IND,86,,133732,15,0,OTHERS
412,2006,Tamil Nadu,Tiruttani,HARI.G,M,46,GEN,AIADMK,52871,,122687,1,1,AIADMK
413,2006,Tamil Nadu,Tiruttani,ERAVIRAJ.G,M,41,GEN,PMK,51955,,122687,2,0,DMK
414,2006,Tamil Nadu,Tiruttani,SEKAR.R,M,40,GEN,DMDK,11293,,122687,3,0,OTHERS
415,2006,Tamil Nadu,Tiruttani,RAJAPANDIYAN.D,M,26,GEN,IND,1965,,122687,4,0,OTHERS
416,2006,Tamil Nadu,Tiruttani,SIRANJEEVULU.P,M,51,GEN,BJP,1051,,122687,5,0,OTHERS
417,2006,Tamil Nadu,Tiruttani,RAGHU.G,M,31,GEN,IND,874,,122687,6,0,OTHERS
418,2006,Tamil Nadu,Tiruttani,HARI.C,M,30,GEN,IND,730,,122687,7,0,OTHERS
419,2006,Tamil Nadu,Tiruttani,PURUSHOTHAMAN.J,M,27,GEN,IND,499,,122687,8,0,OTHERS
420,2006,Tamil Nadu,Tiruttani,RAVI.G.V,M,43,GEN,IND,343,,122687,9,0,OTHERS
421,2006,Tamil Nadu,Tiruttani,SATHISHKUMAR.G,M,27,GEN,IND,326,,122687,10,0,OTHERS
422,2006,Tamil Nadu,Tiruttani,JAYARAJ.D,M,58,GEN,BSP,303,,122687,11,0,OTHERS
423,2006,Tamil Nadu,Tiruttani,ARPUTHAMMAL.G,F,57,GEN,IND,172,,122687,12,0,OTHERS
424,2006,Tamil Nadu,Tiruttani,KALAIVANAN.R,M,27,GEN,IND,156,,122687,13,0,OTHERS
425,2006,Tamil Nadu,Tiruttani,DEVIKUMARI,F,33,GEN,IND,149,,122687,14,0,OTHERS
426,2006,Tamil Nadu,Pallipet,RAMAN. E.S.S,M,51,GEN,INC,58534,,126680,1,1,DMK
427,2006,Tamil Nadu,Pallipet,NARASIMHAN.P.M,M,52,GEN,AIADMK,51219,,126680,2,0,AIADMK
428,2006,Tamil Nadu,Pallipet,NETHAJI. V,M,29,GEN,DMDK,10957,,126680,3,0,OTHERS
429,2006,Tamil Nadu,Pallipet,VELU. A,M,30,GEN,IND,1490,,126680,4,0,OTHERS
430,2006,Tamil Nadu,Pallipet,RADHAKRISHNAN.R,M,44,GEN,BJP,1336,,126680,5,0,OTHERS
431,2006,Tamil Nadu,Pallipet,PONRAMAR.S,M,43,GEN,IND,1195,,126680,6,0,OTHERS
432,2006,Tamil Nadu,Pallipet,RAVI.G.V,M,45,GEN,IND,648,,126680,7,0,OTHERS
433,2006,Tamil Nadu,Pallipet,KUMAR.V.G,M,30,GEN,IND,424,,126680,8,0,OTHERS
434,2006,Tamil Nadu,Pallipet,VINAYAGAM.T.D,M,36,GEN,LJP,282,,126680,9,0,OTHERS
435,2006,Tamil Nadu,Pallipet,RAMESH KUMAR.M,M,36,GEN,IND,257,,126680,10,0,OTHERS
436,2006,Tamil Nadu,Pallipet,SREENIVASALU. S,M,71,GEN,IND,174,,126680,11,0,OTHERS
437,2006,Tamil Nadu,Pallipet,CHINNAPPAN.M,M,36,GEN,IND,164,,126680,12,0,OTHERS
438,2006,Tamil Nadu,Arkonam,JAGANMOORTHY.M,M,38,SC,DMK,66338,,140646,1,1,DMK
439,2006,Tamil Nadu,Arkonam,RAVI.S,M,42,SC,AIADMK,58782,,140646,2,0,AIADMK
440,2006,Tamil Nadu,Arkonam,USHA RANI.R,F,34,SC,DMDK,9185,,140646,3,0,OTHERS
441,2006,Tamil Nadu,Arkonam,RAVI.V,M,39,SC,IND,2092,,140646,4,0,OTHERS
442,2006,Tamil Nadu,Arkonam,VIJAYAN.C,M,36,SC,BJP,1561,,140646,5,0,OTHERS
443,2006,Tamil Nadu,Arkonam,AMUTHA.M,F,34,SC,SP,1143,,140646,6,0,OTHERS
444,2006,Tamil Nadu,Arkonam,BABU.C,M,46,SC,IND,472,,140646,7,0,OTHERS
445,2006,Tamil Nadu,Arkonam,MOHAN.S,M,26,SC,IND,306,,140646,8,0,OTHERS
446,2006,Tamil Nadu,Arkonam,DHANAPAL.M,M,47,SC,IND,218,,140646,9,0,OTHERS
447,2006,Tamil Nadu,Arkonam,ANNADURAI.P,M,43,SC,IND,159,,140646,10,0,OTHERS
448,2006,Tamil Nadu,Arkonam,SAMPATH.K,M,43,SC,IND,139,,140646,11,0,OTHERS
449,2006,Tamil Nadu,Arkonam,KOTHANDAN.S,M,63,SC,IND,132,,140646,12,0,OTHERS
450,2006,Tamil Nadu,Arkonam,ANBU.S,M,46,SC,IND,119,,140646,13,0,OTHERS
451,2006,Tamil Nadu,Sholinghur,"ARUL ANBARASU,D",M,33,GEN,INC,63502,,138112,1,1,DMK
452,2006,Tamil Nadu,Sholinghur,"GOPAL,C",M,58,GEN,AIADMK,55586,,138112,2,0,AIADMK
453,2006,Tamil Nadu,Sholinghur,"PRABAKARAN,C.D",M,35,GEN,DMDK,12900,,138112,3,0,OTHERS
454,2006,Tamil Nadu,Sholinghur,"VELU,V",M,40,GEN,IND,2026,,138112,4,0,OTHERS
